LSOA_2011_Code,LSOA_2011,LA Name,2012,2013,2014,2015,2016,2017
E01002847,Kensington and Chelsea 015B,Kensington and Chelsea,9.1,8.6,12.1,6.4,5.9,9.8
E01002848,Kensington and Chelsea 015C,Kensington and Chelsea,12.7,8.2,9.6,6.5,6.7,11.5
E01002849,Kensington and Chelsea 017B,Kensington and Chelsea,11.7,13.5,22.1,10.2,9,7.6
E01002850,Kensington and Chelsea 013D,Kensington and Chelsea,15.9,11.9,19.7,9.0,7.8,6.1
E01002851,Kensington and Chelsea 015D,Kensington and Chelsea,10.6,7.4,8.4,4.6,4.8,8.2
E01002852,Kensington and Chelsea 001A,Kensington and Chelsea,8.8,9.5,14.1,9.6,9.5,8.6
E01002853,Kensington and Chelsea 001B,Kensington and Chelsea,7.3,10.1,11.4,8.4,8,7.1
E01002854,Kensington and Chelsea 001C,Kensington and Chelsea,7.1,10.7,16.8,7.3,6.3,6.9
E01002855,Kensington and Chelsea 001D,Kensington and Chelsea,6.1,5,5.2,3.2,4.2,7.3
E01002856,Kensington and Chelsea 004E,Kensington and Chelsea,13.6,17.6,23.3,12.0,11.4,10.7
E01002857,Kensington and Chelsea 001E,Kensington and Chelsea,8.9,4,2.9,3.0,3.6,14.7
E01002858,Kensington and Chelsea 014C,Kensington and Chelsea,13.4,9.9,12.1,6.7,6.5,13.1
E01002859,Kensington and Chelsea 012C,Kensington and Chelsea,11.9,13.3,20.6,9.7,8.1,9.3
E01002860,Kensington and Chelsea 012D,Kensington and Chelsea,11.7,19.1,27.8,12.9,12,14.5
E01002861,Kensington and Chelsea 014D,Kensington and Chelsea,8.4,12.5,19,8.4,7,13.9
E01002862,Kensington and Chelsea 014E,Kensington and Chelsea,10.6,9.4,10.6,10.2,10,13.4
E01002863,Kensington and Chelsea 012E,Kensington and Chelsea,10.9,12.5,14.4,11.8,9.4,11.8
E01002864,Kensington and Chelsea 009A,Kensington and Chelsea,9.1,13.8,16.9,8.4,8.3,13.5
E01002865,Kensington and Chelsea 011E,Kensington and Chelsea,13.4,9.3,11.7,7.2,8.5,13.6
E01002866,Kensington and Chelsea 009B,Kensington and Chelsea,11,10.9,12,7.7,8,12.9
E01002867,Kensington and Chelsea 009C,Kensington and Chelsea,12.1,16,21.9,11.5,11.4,17.2
E01002868,Kensington and Chelsea 009D,Kensington and Chelsea,12.1,15.2,22.6,10.4,9.6,12.5
E01002869,Kensington and Chelsea 009E,Kensington and Chelsea,10.5,14.9,18.1,10.1,9.8,10.1
E01002870,Kensington and Chelsea 005A,Kensington and Chelsea,6.5,9,13.3,6.7,6.7,10.7
E01002871,Kensington and Chelsea 007B,Kensington and Chelsea,11.2,9.7,12.2,8.3,7.6,13.6
E01002872,Kensington and Chelsea 005B,Kensington and Chelsea,7.4,14.9,17.7,12.4,12,7.1
E01002873,Kensington and Chelsea 007C,Kensington and Chelsea,12.3,15.2,17.9,13.2,12.9,13.9
E01002874,Kensington and Chelsea 007D,Kensington and Chelsea,12.1,19,24.7,15.9,11.9,14.6
E01002875,Kensington and Chelsea 007E,Kensington and Chelsea,10.4,11.4,14.5,10.5,9.8,16
E01002876,Kensington and Chelsea 003A,Kensington and Chelsea,10.6,9,11.4,8.1,8.4,11.7
E01002877,Kensington and Chelsea 003B,Kensington and Chelsea,11.5,10,12.6,8.8,10,13.5
E01002878,Kensington and Chelsea 003C,Kensington and Chelsea,8.9,8.1,14.6,7.4,9,21.9
E01002879,Kensington and Chelsea 005C,Kensington and Chelsea,7.5,9.5,10.4,6.7,6,13.8
E01002880,Kensington and Chelsea 005D,Kensington and Chelsea,5.6,7.9,10.3,7.5,7.8,15
E01002881,Kensington and Chelsea 005E,Kensington and Chelsea,7.5,9.5,11.5,7.7,7.8,8.9
E01002882,Kensington and Chelsea 006A,Kensington and Chelsea,12.7,12.8,14.7,8.6,8.6,12
E01002883,Kensington and Chelsea 006B,Kensington and Chelsea,11.3,15.1,18.7,13.5,12.7,10.7
E01002884,Kensington and Chelsea 006C,Kensington and Chelsea,8.5,7.6,7.7,8.2,9.3,8.6
E01002885,Kensington and Chelsea 006D,Kensington and Chelsea,11.8,14.7,19.1,8.4,8.3,13.8
E01002886,Kensington and Chelsea 006E,Kensington and Chelsea,9.9,12.9,18.6,10.2,8.2,13.8
E01002887,Kensington and Chelsea 010A,Kensington and Chelsea,14,13.9,25.1,11.4,8.9,12.4
E01002888,Kensington and Chelsea 013E,Kensington and Chelsea,10.9,13.6,24.1,13.9,13,11.7
E01002889,Kensington and Chelsea 010B,Kensington and Chelsea,11.1,9.9,10.5,8.2,8.5,11.7
E01002890,Kensington and Chelsea 010C,Kensington and Chelsea,11.1,10,15.3,12.3,9.7,14.6
E01002891,Kensington and Chelsea 010D,Kensington and Chelsea,11.7,10.2,14.2,9.8,9.5,13.3
E01002892,Kensington and Chelsea 010E,Kensington and Chelsea,14.2,10.5,16.1,11.1,11.1,12
E01002893,Kensington and Chelsea 017C,Kensington and Chelsea,9,7.2,10.3,8.9,7.3,11.6
E01002894,Kensington and Chelsea 017D,Kensington and Chelsea,9.5,9,15.8,6.8,6.1,10.1
E01002895,Kensington and Chelsea 020B,Kensington and Chelsea,10.7,7.6,8.8,7.4,9.3,7.5
E01002896,Kensington and Chelsea 020C,Kensington and Chelsea,9.4,11.6,20.1,7.8,6.5,11.3
E01002897,Kensington and Chelsea 020D,Kensington and Chelsea,13.8,9.2,14,6.8,6.4,14.4
E01002898,Kensington and Chelsea 017E,Kensington and Chelsea,10.4,8.9,11.3,9.7,9,7.8
E01002899,Kensington and Chelsea 018A,Kensington and Chelsea,8.8,5.6,6.8,3.8,4.1,7.5
E01002900,Kensington and Chelsea 018B,Kensington and Chelsea,10.4,12.8,18.9,8.3,7.2,8
E01002901,Kensington and Chelsea 018C,Kensington and Chelsea,6.1,10.1,10.8,8.6,9,11.8
E01002902,Kensington and Chelsea 018D,Kensington and Chelsea,10.3,6.6,8.7,5.5,6.1,11
E01002903,Kensington and Chelsea 018E,Kensington and Chelsea,8.9,12.7,17.6,10.1,9.2,10.6
E01002904,Kensington and Chelsea 002A,Kensington and Chelsea,9.5,11.8,19,8.9,7.7,8.5
E01002905,Kensington and Chelsea 002B,Kensington and Chelsea,8.6,13.3,20.2,10.6,11.1,11
E01002906,Kensington and Chelsea 002C,Kensington and Chelsea,9.2,12.1,18.7,7.6,6.9,10.5
E01002907,Kensington and Chelsea 002D,Kensington and Chelsea,14.8,8.8,14.4,10.7,10.2,9
E01002908,Kensington and Chelsea 003D,Kensington and Chelsea,10,11.9,17.1,11.0,10.3,13.2
E01002909,Kensington and Chelsea 003E,Kensington and Chelsea,12.9,10.2,14.3,10.7,11.1,11.4
E01002910,Kensington and Chelsea 019C,Kensington and Chelsea,8.8,7.3,7.8,6.4,8.7,9.8
E01002911,Kensington and Chelsea 019D,Kensington and Chelsea,11.2,6.8,8.4,5.3,4.1,6
E01002912,Kensington and Chelsea 020E,Kensington and Chelsea,9.1,8.9,8.7,6.7,11,9.6
E01002913,Kensington and Chelsea 021E,Kensington and Chelsea,8.8,8.5,8.8,6.9,9.2,8.5
E01002914,Kensington and Chelsea 019E,Kensington and Chelsea,9.8,6.9,10.8,7.0,6.5,8.3
E01002915,Kingston upon Thames 014A,Kingston upon Thames,9.5,5.3,4.7,5.0,5.2,10
E01002916,Kingston upon Thames 014B,Kingston upon Thames,10.1,9.5,9.8,5.9,8,11.2
E01002917,Kingston upon Thames 014C,Kingston upon Thames,9.1,9.5,9.7,6.3,7.6,6.5
E01002918,Kingston upon Thames 017A,Kingston upon Thames,9.2,6.3,6.6,5.5,6.8,7.5
E01002919,Kingston upon Thames 017B,Kingston upon Thames,9.4,7.1,9,4.6,7.4,8.9
E01002920,Kingston upon Thames 014D,Kingston upon Thames,8,7.7,9,5.4,10.4,6.5
E01002921,Kingston upon Thames 011A,Kingston upon Thames,6.7,8.5,8.4,6.5,10,9.4
E01002922,Kingston upon Thames 010A,Kingston upon Thames,7.4,12,12,9.5,12.1,12.4
E01002923,Kingston upon Thames 013A,Kingston upon Thames,8.2,10.2,9.5,6.7,10.1,7.3
E01002924,Kingston upon Thames 014E,Kingston upon Thames,9.1,9.8,10,5.3,10.1,8.8
E01002925,Kingston upon Thames 013B,Kingston upon Thames,7.4,10.3,12.8,12.6,7.8,11.6
E01002926,Kingston upon Thames 010B,Kingston upon Thames,8.9,12.1,15,9.7,9.4,8.6
E01002927,Kingston upon Thames 008A,Kingston upon Thames,8.9,6.9,8.6,7.5,7,9.2
E01002928,Kingston upon Thames 008B,Kingston upon Thames,7.9,6.2,7,9.7,7.7,8.2
E01002929,Kingston upon Thames 007A,Kingston upon Thames,9.6,8.4,8.7,10.3,11,8.8
E01002930,Kingston upon Thames 007B,Kingston upon Thames,10.7,11.4,14.3,8.8,8.9,8.8
E01002931,Kingston upon Thames 007C,Kingston upon Thames,10.6,12.1,15.6,9.7,9.3,12.5
E01002932,Kingston upon Thames 006A,Kingston upon Thames,5.9,12,13.8,9.6,9,10.4
E01002933,Kingston upon Thames 004A,Kingston upon Thames,8.7,10.8,12.9,8.9,7.9,7.5
E01002934,Kingston upon Thames 004B,Kingston upon Thames,7.8,5.7,9.2,5.2,3.3,12.9
E01002935,Kingston upon Thames 003A,Kingston upon Thames,8.5,7.8,9.3,8.5,5.6,8.3
E01002937,Kingston upon Thames 004D,Kingston upon Thames,9.4,9.3,11.3,11.2,9,8.2
E01002938,Kingston upon Thames 003B,Kingston upon Thames,9.5,10.1,9.5,10.1,13.6,9.9
E01002939,Kingston upon Thames 018A,Kingston upon Thames,7.5,11.7,12.9,11.4,10.3,8.9
E01002940,Kingston upon Thames 020A,Kingston upon Thames,7.3,11.5,12.3,15.4,11.9,9.2
E01002941,Kingston upon Thames 018B,Kingston upon Thames,8.4,10.7,11.5,10.3,10.3,4.6
E01002942,Kingston upon Thames 018C,Kingston upon Thames,8.4,6.2,5.4,6.5,7.2,7.8
E01002943,Kingston upon Thames 020B,Kingston upon Thames,7.2,12.2,11.1,9.2,10.3,9.4
E01002944,Kingston upon Thames 019A,Kingston upon Thames,6.4,15.5,13.3,13.4,16.8,5.8
E01002945,Kingston upon Thames 019B,Kingston upon Thames,6.6,10.8,10.7,15.5,16.8,9.7
E01002946,Kingston upon Thames 019C,Kingston upon Thames,7.9,15.9,16,14.8,16.8,6.9
E01002947,Kingston upon Thames 019D,Kingston upon Thames,8.8,10.2,10,7.4,9,6.9
E01002948,Kingston upon Thames 020C,Kingston upon Thames,5.3,11.4,11.2,11.1,10.5,10.2
E01002949,Kingston upon Thames 020D,Kingston upon Thames,7.1,15,15.5,10.6,11.3,8.1
E01002950,Kingston upon Thames 020E,Kingston upon Thames,5.7,9,9.2,11.7,9.5,13.1
E01002951,Kingston upon Thames 003C,Kingston upon Thames,6.6,15.1,14,16.3,14.5,8.8
E01002952,Kingston upon Thames 002A,Kingston upon Thames,9.1,9.9,10.4,8.2,9.2,10
E01002953,Kingston upon Thames 002B,Kingston upon Thames,9.4,10.7,11.6,11.6,11.5,11.7
E01002954,Kingston upon Thames 003D,Kingston upon Thames,4.7,12.5,14.2,10.3,10.4,11
E01002955,Kingston upon Thames 002C,Kingston upon Thames,12.1,11.3,11.1,8.2,10.2,13.6
E01002956,Kingston upon Thames 002D,Kingston upon Thames,11.1,12.4,11,9.8,12.1,10.3
E01002957,Kingston upon Thames 003E,Kingston upon Thames,8.8,8.4,8.7,12.7,9.1,9.9
E01002958,Kingston upon Thames 008C,Kingston upon Thames,10,5.5,7.8,9.4,5.4,14
E01002959,Kingston upon Thames 002E,Kingston upon Thames,10.5,8.7,10.3,13.0,10.5,9.9
E01002960,Kingston upon Thames 006B,Kingston upon Thames,9.9,6.1,7.6,10.7,6.3,8.7
E01002961,Kingston upon Thames 008D,Kingston upon Thames,9.8,10.1,9.3,11.5,9.2,11.4
E01002962,Kingston upon Thames 006C,Kingston upon Thames,11.3,6.9,7.7,6.0,7.6,7.1
E01002963,Kingston upon Thames 007D,Kingston upon Thames,7.2,10.5,10.1,9.0,10.3,12.2
E01002964,Kingston upon Thames 005A,Kingston upon Thames,9,12.8,13.5,11.9,11.5,11.9
E01002965,Kingston upon Thames 009A,Kingston upon Thames,9.3,13.1,13.8,11.8,12,9.8
E01002966,Kingston upon Thames 010C,Kingston upon Thames,10,7.9,8.6,11.8,7.2,16.8
E01002967,Kingston upon Thames 009B,Kingston upon Thames,6.3,8.7,10.8,13.4,9,6.9
E01002968,Kingston upon Thames 009C,Kingston upon Thames,7.9,7.7,9.7,11.0,9.1,9.4
E01002969,Kingston upon Thames 005B,Kingston upon Thames,8.5,10.7,14.1,13.2,6.9,10.3
E01002970,Kingston upon Thames 006D,Kingston upon Thames,8.7,13.4,11.2,10.8,13.4,9.3
E01002971,Kingston upon Thames 005C,Kingston upon Thames,9.2,9.4,9.1,8.6,11.3,10.3
E01002972,Kingston upon Thames 005D,Kingston upon Thames,9.9,12.6,11.5,8.9,12.3,11.5
E01002973,Kingston upon Thames 006E,Kingston upon Thames,10.9,11.4,10.4,8.3,10.1,9.8
E01002974,Kingston upon Thames 005E,Kingston upon Thames,11.2,8.6,9.4,8.1,8.8,14.3
E01002975,Kingston upon Thames 012A,Kingston upon Thames,10,8.5,9.5,10.3,10,9.6
E01002976,Kingston upon Thames 015A,Kingston upon Thames,9,7.7,9.4,10.9,7.4,10.9
E01002977,Kingston upon Thames 012B,Kingston upon Thames,9.8,6.3,7.6,10.1,6.7,12.7
E01002978,Kingston upon Thames 015B,Kingston upon Thames,10.4,5,5.9,6.4,6.3,11.9
E01002979,Kingston upon Thames 015C,Kingston upon Thames,7.2,6.8,9.5,12.5,8.5,9.9
E01002980,Kingston upon Thames 012C,Kingston upon Thames,10.9,10.6,9.4,9.2,10.7,9.9
E01002981,Kingston upon Thames 012D,Kingston upon Thames,10.9,11.1,10.3,7.9,9.2,10.8
E01002982,Kingston upon Thames 015D,Kingston upon Thames,11,9,9,7.3,9.2,11.5
E01002983,Kingston upon Thames 015E,Kingston upon Thames,10.1,8.3,8.4,6.9,8.5,9.2
E01002984,Kingston upon Thames 012E,Kingston upon Thames,7.8,9.1,9.2,5.9,8.3,10.4
E01002985,Kingston upon Thames 007E,Kingston upon Thames,11.2,8.3,8.9,5.5,7.2,11.4
E01002986,Kingston upon Thames 008E,Kingston upon Thames,9.4,10.2,9.6,8.4,8.8,13.4
E01002987,Kingston upon Thames 011B,Kingston upon Thames,8.4,7.5,7.1,6.4,7.5,8.3
E01002988,Kingston upon Thames 011C,Kingston upon Thames,9.4,11.4,10.8,8.6,10.5,9.3
E01002989,Kingston upon Thames 011D,Kingston upon Thames,8.7,11.2,10.6,7.9,10.9,12.4
E01002990,Kingston upon Thames 009D,Kingston upon Thames,7.4,6.7,8.1,7.5,7.8,11.2
E01002991,Kingston upon Thames 009E,Kingston upon Thames,8.5,10.3,12.5,9.2,10,9.6
E01002992,Kingston upon Thames 010D,Kingston upon Thames,11.3,10.5,11.8,7.8,9.4,12.2
E01002993,Kingston upon Thames 013C,Kingston upon Thames,4.2,10.1,11.4,9.1,11.8,10
E01002994,Kingston upon Thames 016A,Kingston upon Thames,6.6,7.6,8.9,10.3,10.6,11.8
E01002995,Kingston upon Thames 013D,Kingston upon Thames,6.5,11.4,10.4,11.8,13.5,11.5
E01002996,Kingston upon Thames 016B,Kingston upon Thames,8.1,9.5,8.9,13.2,13,13.1
E01002997,Kingston upon Thames 016C,Kingston upon Thames,8.1,10.4,9.8,10.2,11.3,9.2
E01002998,Kingston upon Thames 016D,Kingston upon Thames,8.6,10.5,10.7,10.3,11.1,8
E01002999,Kingston upon Thames 013E,Kingston upon Thames,5.7,10.8,10.8,13.6,13.5,8.6
E01003000,Kingston upon Thames 017C,Kingston upon Thames,8.8,8.8,9.9,8.6,9.4,11
E01003001,Kingston upon Thames 017D,Kingston upon Thames,9.2,7.8,7.9,6.7,7.6,13.7
E01003002,Kingston upon Thames 016E,Kingston upon Thames,6.7,8.8,9.9,7.1,7.9,9.3
E01003003,Kingston upon Thames 017E,Kingston upon Thames,9.1,9.4,9.4,9.3,11.1,10.2
E01003004,Kingston upon Thames 018D,Kingston upon Thames,8.6,8.6,9.5,6.7,7.3,10.5
E01003005,Kingston upon Thames 018E,Kingston upon Thames,8.3,7.3,8.2,7.5,7.3,9.9
E01003006,Kingston upon Thames 001A,Kingston upon Thames,5.2,6.6,6.5,5.7,6.9,9.3
E01003007,Kingston upon Thames 001B,Kingston upon Thames,8.2,7.3,8.1,6.5,7,8.4
E01003008,Kingston upon Thames 001C,Kingston upon Thames,8.6,8.4,9.2,6.6,7,12
E01003009,Kingston upon Thames 001D,Kingston upon Thames,6.9,8.9,9.4,8.9,9.3,7.5
E01003010,Kingston upon Thames 001E,Kingston upon Thames,7.6,9.1,10.4,8.2,9,7.6
E01003011,Kingston upon Thames 004E,Kingston upon Thames,9,6.1,6.9,5.5,6.3,8.5
E01033568,Kingston upon Thames 004F,Kingston upon Thames,4.1,6.2,6.3,6.1,7.5,6.4
E01033569,Kingston upon Thames 004G,Kingston upon Thames,5.4,5.3,5.5,6.0,6.9,7.5
E01003013,Lambeth 036A,Lambeth,12,8.8,9.5,8.2,9.1,8.8
E01003014,Lambeth 036B,Lambeth,9.1,5.8,7.8,6.5,6.8,8.4
E01003015,Lambeth 002A,Lambeth,9.3,7.4,9.7,9.4,6.1,7.4
E01003016,Lambeth 036C,Lambeth,11,7.5,8,6.2,8.4,12
E01003017,Lambeth 036D,Lambeth,9.4,6.1,6.7,6.8,8.1,12.5
E01003018,Lambeth 020A,Lambeth,8.8,7.9,9.9,10.1,9.4,14.6
E01003019,Lambeth 015A,Lambeth,6.9,6.2,7.3,7.2,7.2,12.4
E01003020,Lambeth 016A,Lambeth,8.4,8.1,11.7,9.2,7.2,15.5
E01003021,Lambeth 021A,Lambeth,8.4,8.6,10.5,9.8,6.7,12.6
E01003022,Lambeth 021B,Lambeth,6.4,6.4,7.6,8.3,8.2,12.4
E01003023,Lambeth 021C,Lambeth,9.3,8.1,10.6,10.5,7.8,18
E01003024,Lambeth 021D,Lambeth,7.3,10.1,11,14.6,10.1,7.7
E01003025,Lambeth 021E,Lambeth,7.4,6.2,9,11.2,8.6,8.8
E01003026,Lambeth 019A,Lambeth,7.1,10.8,14.5,12.3,9.6,9.1
E01003027,Lambeth 019B,Lambeth,8.8,10,9.7,8.1,8.9,12.1
E01003028,Lambeth 019C,Lambeth,8.4,4.3,5.9,7.4,6.4,9.7
E01003029,Lambeth 017A,Lambeth,5.1,10.3,14.7,9.5,7.7,11.9
E01003030,Lambeth 019D,Lambeth,7.2,9.6,12.1,10.5,10.2,12.8
E01003031,Lambeth 023A,Lambeth,7.5,9.2,18.7,14.1,6.6,9.1
E01003032,Lambeth 017B,Lambeth,7.1,6.8,6.5,6.7,6.8,12.2
E01003033,Lambeth 019E,Lambeth,7.8,11.3,12.8,11.9,11.2,12
E01003034,Lambeth 012A,Lambeth,7.1,7,7.7,9.2,9.9,14.2
E01003035,Lambeth 012B,Lambeth,7.8,7.5,8.1,5.7,9.2,11.8
E01003036,Lambeth 012C,Lambeth,6.6,8.6,11,9.9,6.5,12.4
E01003037,Lambeth 013A,Lambeth,4.2,15.7,17.2,10.8,12.2,11
E01003038,Lambeth 013B,Lambeth,6.6,8.8,8.2,7.2,10.4,13.3
E01003039,Lambeth 013C,Lambeth,6.6,7.5,8.5,8.2,8.2,14.6
E01003040,Lambeth 013D,Lambeth,8.2,8.3,8,6.7,10.2,7.4
E01003041,Lambeth 017C,Lambeth,6.8,8.9,12.4,12.1,8.5,9.4
E01003042,Lambeth 013E,Lambeth,4.7,8.9,12.6,11.5,7.6,13.2
E01003043,Lambeth 018A,Lambeth,7.8,7.2,6.2,5.3,7.5,12
E01003044,Lambeth 018B,Lambeth,10.9,10,9.8,9.1,11.7,12.5
E01003045,Lambeth 011A,Lambeth,10.3,11.6,13.1,12.8,13.2,15.5
E01003046,Lambeth 009A,Lambeth,9.4,7.1,7.4,9.5,10.5,11
E01003047,Lambeth 011B,Lambeth,9.4,9.7,10.8,8.8,10.7,13.8
E01003048,Lambeth 009B,Lambeth,8.9,7.5,8.2,7.6,9.9,15.3
E01003049,Lambeth 011C,Lambeth,9.4,9.4,7.9,7.3,10.7,13
E01003050,Lambeth 016B,Lambeth,10,10.5,9.4,7.6,12.7,14.2
E01003051,Lambeth 018C,Lambeth,10.2,9,7.7,7.8,9.9,13.3
E01003052,Lambeth 016C,Lambeth,6.9,10.4,12.7,10.0,9.2,10.8
E01003053,Lambeth 015B,Lambeth,9,11,11.2,10.3,13.5,8.8
E01003054,Lambeth 015C,Lambeth,5.8,9.6,11.6,10.8,8.9,9.8
E01003055,Lambeth 016D,Lambeth,8.6,5.6,7,6.5,8.8,13.3
E01003056,Lambeth 015D,Lambeth,6.8,7.4,10.6,8.0,7.1,9.2
E01003057,Lambeth 017D,Lambeth,7.1,12,18.3,16.9,10,7
E01003058,Lambeth 015E,Lambeth,7.8,11,14.8,11.8,10.3,11.4
E01003059,Lambeth 011D,Lambeth,7.4,10.4,10.8,8.5,13.7,9
E01003060,Lambeth 011E,Lambeth,9,8.9,9,10.0,9.1,10.7
E01003061,Lambeth 011F,Lambeth,13.8,11.6,11.8,10.0,11.6,6.9
